FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2981648	hMKI67+	ki67+	ANA889	1048072
2981649	hMKI67+	ki67+	ANA889	1048073
2981650	hCR2-	CD21-	ANA919	1048074
2981651	hMKI67+	Ki67+	ANA889	1048074
2981652	hCR2-	CD21-	ANA919	1048075
2981653	hMKI67+	Ki67+	ANA889	1048075
2981654	hCR2-	CD21-	ANA919	1048076
2981655	hCR2-	CD21-	ANA919	1048077
2981656	hCR2+	CD21+	ANA919	1048078
2981657	hMKI67+	Ki67+	ANA889	1048078
2981658	hCR2+	CD21+	ANA919	1048079
2981659	hMKI67+	Ki67+	ANA889	1048079
2981660	hCR2+	CD21+	ANA919	1048080
2981661	hCR2+	CD21+	ANA919	1048081
2981662	hCD86+	CD86+	ANA868	1048082
2981663	hMKI67+	Ki67+	ANA889	1048082
2981664	hCD86+	CD86+	ANA868	1048083
2981665	hMKI67+	Ki67+	ANA889	1048083
2981666	hCD86+	CD86+	ANA868	1048084
2981667	hCD86+	CD86+	ANA868	1048085
2981668	hFAS-	CD95-	ANA85	1048086
2981669	hMKI67+	Ki67+	ANA889	1048086
2981670	hFAS-	CD95-	ANA85	1048087
2981671	hMKI67+	Ki67+	ANA889	1048087
2981672	hFAS-	CD95-	ANA85	1048088
2981673	hFAS-	CD95-	ANA85	1048089
2981674	hFAS+	CD95+	ANA85	1048090
2981675	hMKI67+	Ki67+	ANA889	1048090
2981676	hFAS+	CD95+	ANA85	1048091
2981677	hMKI67+	Ki67+	ANA889	1048091
2981678	hFAS+	CD95+	ANA85	1048092
2981679	hFAS+	CD95+	ANA85	1048093
2981680		IgA+		1048094
2981681	hMKI67+	Ki67+	ANA889	1048094
2981682		IgA+		1048095
2981683	hMKI67+	Ki67+	ANA889	1048095
2981684		IgA+		1048096
2981685		IgA+		1048097
2981686		IgG+		1048098
2981687	hMKI67+	Ki67+	ANA889	1048098
2981688		IgG+		1048099
2981689	hMKI67+	Ki67+	ANA889	1048099
2981690		IgG+		1048100
2981691		IgG+		1048101
2981692	hIGHM+	IgM+	ANA817	1048102
2981693	hMKI67+	Ki67+	ANA889	1048102
2981694	hIGHM+	IgM+	ANA817	1048103
2981695	hMKI67+	Ki67+	ANA889	1048103
2981696	hIGHM+	IgM+	ANA817	1048104
2981697	hIGHM+	IgM+	ANA817	1048105
2981698	hMKI67+	Ki67+	ANA889	1048106
2981699	hMKI67+	Ki67+	ANA889	1048107
2981700	hCR2-	CD21-	ANA919	1048108
2981701	hMKI67+	ki67+	ANA889	1048108
2981702	hCR2-	CD21-	ANA919	1048109
2981703	hMKI67+	ki67+	ANA889	1048109
2981704	hCR2-	CD21-	ANA919	1048110
2981705	hCR2-	CD21-	ANA919	1048111
2981706	hCR2+	CD21+	ANA919	1048112
2981707	hMKI67+	Ki67+	ANA889	1048112
2981708	hCR2+	CD21+	ANA919	1048113
2981709	hMKI67+	Ki67+	ANA889	1048113
2981710	hCR2+	CD21+	ANA919	1048114
2981711	hCR2+	CD21+	ANA919	1048115
2981712	hCD86+	CD86+	ANA868	1048116
2981713	hMKI67+	Ki67+	ANA889	1048116
2981714	hCD86+	CD86+	ANA868	1048117
2981715	hMKI67+	Ki67+	ANA889	1048117
2981716	hCD86+	CD86+	ANA868	1048118
2981717	hCD86+	CD86+	ANA868	1048119
2981718	hFAS-	CD95-	ANA85	1048120
2981719	hMKI67+	ki67+	ANA889	1048120
2981720	hFAS-	CD95-	ANA85	1048121
2981721	hMKI67+	ki67+	ANA889	1048121
2981722	hFAS-	CD95-	ANA85	1048122
2981723	hFAS-	CD95-	ANA85	1048123
2981724	hFAS+	CD95+	ANA85	1048124
2981725	hMKI67+	Ki67+	ANA889	1048124
2981726	hFAS+	CD95+	ANA85	1048125
2981727	hMKI67+	Ki67+	ANA889	1048125
2981728	hFAS+	CD95+	ANA85	1048126
2981729	hFAS+	CD95+	ANA85	1048127
2981730		IgA+		1048128
2981731	hMKI67+	Ki67+	ANA889	1048128
2981732		IgA+		1048129
2981733	hMKI67+	Ki67+	ANA889	1048129
2981734		IgA+		1048130
2981735		IgA+		1048131
2981736		IgG+		1048132
2981737	hMKI67+	Ki67+	ANA889	1048132
2981738		IgG+		1048133
2981739	hMKI67+	Ki67+	ANA889	1048133
2981740		IgG+		1048134
2981741		IgG+		1048135
2981742	hIGHM+	IgM+	ANA817	1048136
2981743	hMKI67+	Ki67+	ANA889	1048136
2981744	hIGHM+	IgM+	ANA817	1048137
2981745	hMKI67+	Ki67+	ANA889	1048137
2981746	hIGHM+	IgM+	ANA817	1048138
2981747	hIGHM+	IgM+	ANA817	1048139
2981748	hMKI67+	Ki67+	ANA889	1048140
2981749	hMKI67+	Ki67+	ANA889	1048141
2981750	hCR2-	CD21-	ANA919	1048142
2981751	hMKI67+	Ki67+	ANA889	1048142
2981752	hCR2-	CD21-	ANA919	1048143
2981753	hMKI67+	Ki67+	ANA889	1048143
2981754	hCR2-	CD21-	ANA919	1048144
2981755	hCR2-	CD21-	ANA919	1048145
2981756	hCR2+	CD21+	ANA919	1048146
2981757	hMKI67+	Ki67+	ANA889	1048146
2981758	hCR2+	CD21+	ANA919	1048147
2981759	hMKI67+	Ki67+	ANA889	1048147
2981760	hCR2+	CD21+	ANA919	1048148
2981761	hCR2+	CD21+	ANA919	1048149
2981762	hCD86+	CD86+	ANA868	1048150
2981763	hMKI67+	Ki67+	ANA889	1048150
2981764	hCD86+	CD86+	ANA868	1048151
2981765	hMKI67+	Ki67+	ANA889	1048151
2981766	hCD86+	CD86+	ANA868	1048152
2981767	hCD86+	CD86+	ANA868	1048153
2981768	hFAS-	CD95-	ANA85	1048154
2981769	hMKI67+	Ki67+	ANA889	1048154
2981770	hFAS-	CD95-	ANA85	1048155
2981771	hMKI67+	Ki67+	ANA889	1048155
2981772	hFAS-	CD95-	ANA85	1048156
2981773	hFAS-	CD95-	ANA85	1048157
2981774	hFAS+	CD95+	ANA85	1048158
2981775	hMKI67+	Ki67+	ANA889	1048158
2981776	hFAS+	CD95+	ANA85	1048159
2981777	hMKI67+	Ki67+	ANA889	1048159
2981778	hFAS+	CD95+	ANA85	1048160
2981779	hFAS+	CD95+	ANA85	1048161
2981780		IgA+		1048162
2981781	hMKI67+	Ki67+	ANA889	1048162
2981782		IgA+		1048163
2981783	hMKI67+	Ki67+	ANA889	1048163
2981784		IgA+		1048164
2981785		IgA+		1048165
2981786		IgG+		1048166
2981787	hMKI67+	Ki67+	ANA889	1048166
2981788		IgG+		1048167
2981789	hMKI67+	Ki67+	ANA889	1048167
2981790		IgG+		1048168
2981791		IgG+		1048169
2981792	hIGHM+	IgM+	ANA817	1048170
2981793	hMKI67+	Ki67+	ANA889	1048170
2981794	hIGHM+	IgM+	ANA817	1048171
2981795	hMKI67+	Ki67+	ANA889	1048171
2981796	hIGHM+	IgM+	ANA817	1048172
2981797	hIGHM+	IgM+	ANA817	1048173
2981798	hMKI67+	ki67+	ANA889	1048174
2981799	hMKI67+	ki67+	ANA889	1048175
2981800	hCR2-	CD21-	ANA919	1048176
2981801	hMKI67+	Ki67+	ANA889	1048176
2981802	hCR2-	CD21-	ANA919	1048177
2981803	hMKI67+	Ki67+	ANA889	1048177
2981804	hCR2-	CD21-	ANA919	1048178
2981805	hCR2+	CD21+	ANA919	1048179
2981806	hMKI67+	Ki67+	ANA889	1048179
2981807	hCR2+	CD21+	ANA919	1048180
2981808	hMKI67+	Ki67+	ANA889	1048180
2981809	hCR2+	CD21+	ANA919	1048181
2981810	hCD86+	CD86+	ANA868	1048182
2981811	hMKI67+	Ki67+	ANA889	1048182
2981812	hCD86+	CD86+	ANA868	1048183
2981813	hMKI67+	Ki67+	ANA889	1048183
2981814	hCD86+	CD86+	ANA868	1048184
2981815	hFAS-	CD95-	ANA85	1048185
2981816	hMKI67+	Ki67+	ANA889	1048185
2981817	hFAS-	CD95-	ANA85	1048186
2981818	hMKI67+	Ki67+	ANA889	1048186
2981819	hFAS-	CD95-	ANA85	1048187
2981820	hFAS+	CD95+	ANA85	1048188
2981821	hMKI67+	Ki67+	ANA889	1048188
2981822	hFAS+	CD95+	ANA85	1048189
2981823	hMKI67+	Ki67+	ANA889	1048189
2981824	hFAS+	CD95+	ANA85	1048190
2981825		IgA+		1048191
2981826	hMKI67+	Ki67+	ANA889	1048191
2981827		IgA+		1048192
2981828	hMKI67+	Ki67+	ANA889	1048192
2981829		IgA+		1048193
2981830		IgG+		1048194
2981831	hMKI67+	Ki67+	ANA889	1048194
2981832		IgG+		1048195
2981833	hMKI67+	Ki67+	ANA889	1048195
2981834		IgG+		1048196
2981835	hIGHM+	IgM+	ANA817	1048197
2981836	hMKI67+	Ki67+	ANA889	1048197
2981837	hIGHM+	IgM+	ANA817	1048198
2981838	hMKI67+	Ki67+	ANA889	1048198
2981839	hIGHM+	IgM+	ANA817	1048199
2981840	hMKI67+	Ki67+	ANA889	1048200
2981841	hPTPRC/iso:h6-	CD45RA-	ANA816	1048201
2981842		Memory		1048201
2981843	hPTPRC/iso:h6-	CD45RA-	ANA816	1048202
2981844	hCCR6+	CCR6+	ANA36	1048202
2981845	hCCR4+	CCR4+	ANA34	1048202
2981846	hPTPRC/iso:h6-	CD45RA-	ANA816	1048203
2981847	hCCR6+	CCR6+	ANA36	1048203
2981848	hCCR4+	CCR4+	ANA34	1048203
2981849	hPTPRC/iso:h6-	CD45RA-	ANA816	1048204
2981850	hCCR6+	CCR6+	ANA36	1048204
2981851	hCXCR3+	CXCR3+	ANA76	1048204
2981852	hPTPRC/iso:h6-	CD45RA-	ANA816	1048205
2981853	hCCR6+	CCR6+	ANA36	1048205
2981854	hCXCR3+	CXCR3+	ANA76	1048205
2981855	hPTPRC/iso:h6-	CD45RA-	ANA816	1048206
2981856	hCCR6-	CCR6-	ANA36	1048206
2981857	hCCR4+	CCR4+	ANA34	1048206
2981858	hPTPRC/iso:h6-	CD45RA-	ANA816	1048207
2981859	hCCR6-	CCR6-	ANA36	1048207
2981860	hCCR4+	CCR4+	ANA34	1048207
2981861	hPTPRC/iso:h6-	CD45RA-	ANA816	1048208
2981862	hCXCR5-	CXCR5-	ANA78	1048208
2981863	hCXCR3-	CXCR3-	ANA76	1048208
2981864	hCCR6-	CCR6-	ANA36	1048208
2981865	hPTPRC/iso:h6-	CD45RA-	ANA816	1048209
2981866	hCXCR5-	CXCR5-	ANA78	1048209
2981867	hCXCR3-	CXCR3-	ANA76	1048209
2981868	hCCR6-	CCR6-	ANA36	1048209
2981869	hPTPRC/iso:h6-	CD45RA-	ANA816	1048210
2981870	hCXCR5-	CXCR5-	ANA78	1048210
2981871	hCXCR3-	CXCR3-	ANA76	1048210
2981872	hCCR6+	CCR6+	ANA36	1048210
2981873	hPTPRC/iso:h6-	CD45RA-	ANA816	1048211
2981874	hCXCR5-	CXCR5-	ANA78	1048211
2981875	hCXCR3-	CXCR3-	ANA76	1048211
2981876	hCCR6+	CCR6+	ANA36	1048211
2981877	hPTPRC/iso:h6-	CD45RA-	ANA816	1048212
2981878	hCXCR5-	CXCR5-	ANA78	1048212
2981879	hCXCR3+	CXCR3+	ANA76	1048212
2981880	hCCR6+	CCR6+	ANA36	1048212
2981881	hPTPRC/iso:h6-	CD45RA-	ANA816	1048213
2981882	hCXCR5-	CXCR5-	ANA78	1048213
2981883	hCXCR3+	CXCR3+	ANA76	1048213
2981884	hCCR6+	CCR6+	ANA36	1048213
2981885	hPTPRC/iso:h6-	CD45RA-	ANA816	1048214
2981886	hCXCR5-	CXCR5-	ANA78	1048214
2981887	hPTPRC/iso:h6-	CD45RA-	ANA816	1048215
2981888	hCXCR5-	CXCR5-	ANA78	1048215
2981889	hPTPRC/iso:h6-	CD45RA-	ANA816	1048216
2981890	hCXCR5+	CXCR5+	ANA78	1048216
2981891	hCXCR3-	CXCR3-	ANA76	1048216
2981892	hCCR6-	CCR6-	ANA36	1048216
2981893	hPTPRC/iso:h6-	CD45RA-	ANA816	1048217
2981894	hCXCR5+	CXCR5+	ANA78	1048217
2981895	hCXCR3-	CXCR3-	ANA76	1048217
2981896	hCCR6-	CCR6-	ANA36	1048217
2981897	hPTPRC/iso:h6-	CD45RA-	ANA816	1048218
2981898	hCXCR5+	CXCR5+	ANA78	1048218
2981899	hCXCR3-	CXCR3-	ANA76	1048218
2981900	hCCR6+	CCR6+	ANA36	1048218
2981901	hPTPRC/iso:h6-	CD45RA-	ANA816	1048219
2981902	hCXCR5+	CXCR5+	ANA78	1048219
2981903	hCXCR3-	CXCR3-	ANA76	1048219
2981904	hCCR6+	CCR6+	ANA36	1048219
2981905	hPTPRC/iso:h6-	CD45RA-	ANA816	1048220
2981906	hCXCR5+	CXCR5+	ANA78	1048220
2981907	hCXCR3+	CXCR3+	ANA76	1048220
2981908	hCCR6+	CCR6+	ANA36	1048220
2981909	hPTPRC/iso:h6-	CD45RA-	ANA816	1048221
2981910	hCXCR5+	CXCR5+	ANA78	1048221
2981911	hCXCR3+	CXCR3+	ANA76	1048221
2981912	hCCR6+	CCR6+	ANA36	1048221
2981913	hPTPRC/iso:h6-	CD45RA-	ANA816	1048222
2981914	hCXCR5+	CXCR5+	ANA78	1048222
2981915	hPTPRC/iso:h6-	CD45RA-	ANA816	1048223
2981916	hCXCR5+	CXCR5+	ANA78	1048223
2981917	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1048224
2981918	hPTPRC/iso:h6-	CD45RA-	ANA816	1048225
2981919	hCCR7-	CCR7-	ANA37	1048225
2981920	hPTPRC/iso:h6-	CD45RA-	ANA816	1048226
2981921	hCCR7-	CCR7-	ANA37	1048226
2981922	hPTPRC/iso:h6-	CD45RA-	ANA816	1048227
2981923	hCCR7+	CCR7+	ANA37	1048227
2981924	hPTPRC/iso:h6-	CD45RA-	ANA816	1048228
2981925	hCCR7+	CCR7+	ANA37	1048228
2981926	hCXCR5+	CXCR5+	ANA78	1048229
2981927	hCD3E+	CD3+	ANA809	1048230
2981928	hCD4+	CD4+	ANA41	1048230
2981929	hCXCR5+	CXCR5+	ANA78	1048231
2981930	hPTPRC/iso:h6-	CD45RA-	ANA816	1048231
2981931	hCXCR5+	CXCR5+	ANA78	1048232
2981932	hPTPRC/iso:h6-	CD45RA-	ANA816	1048232
2981933	hICOS+	ICOS+	ANA898	1048232
2981934	hCXCR5+	CXCR5+	ANA78	1048233
2981935	hPTPRC/iso:h6-	CD45RA-	ANA816	1048233
2981936	hICOS+	ICOS+	ANA898	1048233
2981937	hCXCR5+	CXCR5+	ANA78	1048234
2981938	hPTPRC/iso:h6-	CD45RA-	ANA816	1048234
2981939	hICOS+	ICOS+	ANA898	1048234
2981940	hPDCD1+	PD1+	ANA818	1048234
2981941	hCXCR5+	CXCR5+	ANA78	1048235
2981942	hPTPRC/iso:h6-	CD45RA-	ANA816	1048235
2981943	hICOS+	ICOS+	ANA898	1048235
2981944	hPDCD1+	PD1+	ANA818	1048235
2981945	hIL2RA++	CD25++	ANA163	1048236
2981946	hIL7R+-	CD127+-	ANA182	1048236
2981947	hCD27++	CD27++	ANA40	1048237
2981948	hCD38++	CD38++	ANA808	1048237
2981949	hCD27++	CD27++	ANA40	1048238
2981950	hCD38++	CD38++	ANA808	1048238
2981951	hCD27-	CD27-	ANA40	1048239
2981952	hCD38++	CD38++	ANA808	1048239
2981953	hCD24-	CD24-	ANA807	1048239
2981954	hCD27-	CD27-	ANA40	1048240
2981955	hCD38++	CD38++	ANA808	1048240
2981956	hCD24-	CD24-	ANA807	1048240
2981957	hCD24-	CD24-	ANA807	1048241
2981958	hCD24-	CD24-	ANA807	1048242
2981959	PTPRC/iso:CD45RO+	B220+	ANA822	1048243
2981960	PTPRC/iso:CD45RO+	B220+	ANA822	1048244
2981961	hCR2-	CD21-	ANA919	1048245
2981962	hCR2-	CD21-	ANA919	1048246
2981963	hFAS+	CD95+	ANA85	1048247
2981964	hFAS+	CD95+	ANA85	1048248
2981965	hCXCR3+	CXCR3+	ANA76	1048249
2981966	hCXCR3+	CXCR3+	ANA76	1048250
2981967	hFAS+	CD95+	ANA85	1048251
2981968	hFAS+	CD95+	ANA85	1048252
2981969	PTPRC/iso:CD45RO+	B220+	ANA822	1048253
2981970	PTPRC/iso:CD45RO+	B220+	ANA822	1048254
2981971	hCR2-	CD21-	ANA919	1048255
2981972	hCR2-	CD21-	ANA919	1048256
2981973	hCD24-	CD24-	ANA807	1048257
2981974	hCD24-	CD24-	ANA807	1048258
2981975	hCXCR3+	CXCR3+	ANA76	1048259
2981976	hCXCR3+	CXCR3+	ANA76	1048260
2981977	hCD24-	CD24-	ANA807	1048261
2981978	hCD24-	CD24-	ANA807	1048262
2981979	hFAS+	CD95+	ANA85	1048263
2981980	hFAS+	CD95+	ANA85	1048264
2981981	PTPRC/iso:CD45RO+	B220+	ANA822	1048265
2981982	PTPRC/iso:CD45RO+	B220+	ANA822	1048266
2981983	hCR2-	CD21-	ANA919	1048267
2981984	hCR2-	CD21-	ANA919	1048268
2981985	hCXCR3+	CXCR3+	ANA76	1048269
2981986	hCXCR3+	CXCR3+	ANA76	1048270
2981987	hCR2-	CD21-	ANA919	1048271
2981988	hCR2-	CD21-	ANA919	1048272
2981989	hCD24-	CD24-	ANA807	1048273
2981990	hCD24-	CD24-	ANA807	1048274
2981991	hFAS+	CD95+	ANA85	1048275
2981992	hFAS+	CD95+	ANA85	1048276
2981993	hCXCR3+	CXCR3+	ANA76	1048277
2981994	hCXCR3+	CXCR3+	ANA76	1048278
2981995		95+		1048279
2981996	PTPRC/iso:CD45RO+	B220+	ANA822	1048280
2981997	hCR2-	CD21-	ANA919	1048281
2981998	hCD24-	CD24-	ANA807	1048282
2981999	hCXCR3+	CXCR3+	ANA76	1048283
2982000	hIGHD+	IgD+	ANA813	1048284
2982001	hCD27-	CD27-	ANA40	1048284
2982002	hIGHD+	IgD+	ANA813	1048285
2982003	hCD27+	CD27+	ANA40	1048285
2982004	hIGHD-	IgD-	ANA813	1048286
2982005	hCD27-	CD27-	ANA40	1048286
2982006	hIGHD-	IgD-	ANA813	1048287
2982007	hCD27+	CD27+	ANA40	1048287
2982008		NA		1048288
2982009	PTPRC/iso:CD45RO+	B220+	ANA822	1048289
2982010	PTPRC/iso:CD45RO+	B220+	ANA822	1048290
2982011	hMME+	CD10+	ANA930	1048291
2982012		NA		1048292
2982013		NA		1048293
2982014	hMME+	CD10+	ANA930	1048294
2982015	hMME+	CD10+	ANA930	1048295
2982016	hMME+	CD10+	ANA930	1048296
2982017	hMME+	CD10+	ANA930	1048297
2982018	hFCER2+	CD23+	ANA922	1048298
2982019	hFCER2+	CD23+	ANA922	1048299
2982020		IGM+		1048300
2982021		IGM+		1048301
2982022	hMME+	CD10+	ANA930	1048302
2982023	hMME+	CD10+	ANA930	1048303
2982024	hFCER2+	CD23+	ANA922	1048304
2982025	hFCER2+	CD23+	ANA922	1048305
2982026		IGM+		1048306
2982027		IGM+		1048307
2982028	hMME+	CD10+	ANA930	1048308
2982029	hMME+	CD10+	ANA930	1048309
2982030	hFCER2+	CD23+	ANA922	1048310
2982031	hFCER2+	CD23+	ANA922	1048311
2982032		IGM+		1048312
2982033		IGM+		1048313
2982034	hFCER2+	CD23+	ANA922	1048314
2982035	hFCER2+	CD23+	ANA922	1048315
2982036		IGM+		1048316
2982037		IGM+		1048317
2982038		T1		1048318
2982039		T1		1048319
2982040		T2		1048320
2982041		T2		1048321
2982042		T3		1048322
2982043		T3		1048323
2982044	hMME+	CD10+	ANA930	1048324
2982045	hMME+	CD10+	ANA930	1048325
2982046		CDIGM+		1048326
2982047		CDIGM+		1048327
2982048		MTG+		1048328
2982049		MTG+		1048329
2982050	hMME+	CD10+	ANA930	1048330
2982051	hMME+	CD10+	ANA930	1048331
2982052	hFCER2+	CD23+	ANA922	1048332
2982053	hFCER2+	CD23+	ANA922	1048333
2982054		IGM+		1048334
2982055		IGM+		1048335
2982056	hMME+	CD10+	ANA930	1048336
2982057	hMME+	CD10+	ANA930	1048337
2982058	hFCER2+	CD23+	ANA922	1048338
2982059	hFCER2+	CD23+	ANA922	1048339
2982060	hFCER2+	CD23+	ANA922	1048340
2982061	hFCER2+	CD23+	ANA922	1048341
2982062		IGM+		1048342
2982063		IGM+		1048343
2982064	hMME+	CD10+	ANA930	1048344
2982065	hMME+	CD10+	ANA930	1048345
2982066	hFCER2+	CD23+	ANA922	1048346
2982067	hFCER2+	CD23+	ANA922	1048347
2982068		IGM+		1048348
2982069		IGM+		1048349
2982070	hFCER2+	CD23+	ANA922	1048350
2982071	hIGHD+	IgD+	ANA813	1048351
2982072	hCD27-	CD27-	ANA40	1048351
2982073		MTG-		1048351
2982074	hIGHD+	IgD+	ANA813	1048352
2982075	hCD27-	CD27-	ANA40	1048352
2982076		MTG-		1048352
2982077		IGM+		1048353
2982078	hCR2-	CD21-	ANA919	1048354
2982079	hMKI67+	Ki67+	ANA889	1048354
2982080	hCR2-	CD21-	ANA919	1048355
2982081	hMKI67+	Ki67+	ANA889	1048355
2982082	hCR2-	CD21-	ANA919	1048356
2982083	hCR2-	CD21-	ANA919	1048357
2982084	hCR2+	CD21+	ANA919	1048358
2982085	hMKI67+	Ki67+	ANA889	1048358
2982086	hCR2+	CD21+	ANA919	1048359
2982087	hMKI67+	Ki67+	ANA889	1048359
2982088	hCR2+	CD21+	ANA919	1048360
2982089	hCR2+	CD21+	ANA919	1048361
2982090	hCD86+	CD86+	ANA868	1048362
2982091	hMKI67+	Ki67+	ANA889	1048362
2982092	hCD86+	CD86+	ANA868	1048363
2982093	hMKI67+	Ki67+	ANA889	1048363
2982094	hCD86+	CD86+	ANA868	1048364
2982095	hCD86+	CD86+	ANA868	1048365
2982096	hFAS-	CD95-	ANA85	1048366
2982097	hMKI67+	Ki67+	ANA889	1048366
2982098	hFAS-	CD95-	ANA85	1048367
2982099	hMKI67+	Ki67+	ANA889	1048367
2982100	hFAS-	CD95-	ANA85	1048368
2982101	hFAS-	CD95-	ANA85	1048369
2982102	hFAS+	CD95+	ANA85	1048370
2982103	hMKI67+	Ki67+	ANA889	1048370
2982104	hFAS+	CD95+	ANA85	1048371
2982105	hMKI67+	Ki67+	ANA889	1048371
2982106	hFAS+	CD95+	ANA85	1048372
2982107	hFAS+	CD95+	ANA85	1048373
2982108		IgA+		1048374
2982109	hMKI67+	Ki67+	ANA889	1048374
2982110		IgA+		1048375
2982111	hMKI67+	Ki67+	ANA889	1048375
2982112		IgA+		1048376
2982113		IgA+		1048377
2982114		IgG+		1048378
2982115	hMKI67+	Ki67+	ANA889	1048378
2982116		IgG+		1048379
2982117	hMKI67+	Ki67+	ANA889	1048379
2982118		IgG+		1048380
2982119		IgG+		1048381
2982120	hIGHM+	IgM+	ANA817	1048382
2982121	hMKI67+	Ki67+	ANA889	1048382
2982122	hIGHM+	IgM+	ANA817	1048383
2982123	hMKI67+	Ki67+	ANA889	1048383
2982124	hIGHM+	IgM+	ANA817	1048384
2982125	hIGHM+	IgM+	ANA817	1048385
2982126	hMKI67+	ki67+	ANA889	1048386
2982127	hMKI67+	ki67+	ANA889	1048387
2982128	hCR2-	CD21-	ANA919	1048388
2982129	hMKI67+	Ki67+	ANA889	1048388
2982130	hCR2-	CD21-	ANA919	1048389
2982131	hMKI67+	Ki67+	ANA889	1048389
2982132	hCR2-	CD21-	ANA919	1048390
2982133	hCR2-	CD21-	ANA919	1048391
2982134	hCR2+	CD21+	ANA919	1048392
2982135	hMKI67+	Ki67+	ANA889	1048392
2982136	hCR2+	CD21+	ANA919	1048393
2982137	hMKI67+	Ki67+	ANA889	1048393
2982138	hCR2+	CD21+	ANA919	1048394
2982139	hCR2+	CD21+	ANA919	1048395
2982140	hCD86+	CD86+	ANA868	1048396
2982141	hMKI67+	Ki67+	ANA889	1048396
2982142	hCD86+	CD86+	ANA868	1048397
2982143	hMKI67+	Ki67+	ANA889	1048397
2982144	hCD86+	CD86+	ANA868	1048398
2982145	hCD86+	CD86+	ANA868	1048399
2982146	hFAS-	CD95-	ANA85	1048400
2982147	hMKI67+	Ki67+	ANA889	1048400
2982148	hFAS-	CD95-	ANA85	1048401
2982149	hMKI67+	Ki67+	ANA889	1048401
2982150	hFAS-	CD95-	ANA85	1048402
2982151	hFAS-	CD95-	ANA85	1048403
2982152	hFAS+	CD95+	ANA85	1048404
2982153	hMKI67+	Ki67+	ANA889	1048404
2982154	hFAS+	CD95+	ANA85	1048405
2982155	hMKI67+	Ki67+	ANA889	1048405
2982156	hFAS+	CD95+	ANA85	1048406
2982157	hFAS+	CD95+	ANA85	1048407
2982158		IgA+		1048408
2982159	hMKI67+	Ki67+	ANA889	1048408
2982160		IgA+		1048409
2982161	hMKI67+	Ki67+	ANA889	1048409
2982162		IgA+		1048410
2982163		IgA+		1048411
2982164		IgG+		1048412
2982165	hMKI67+	Ki67+	ANA889	1048412
2982166		IgG+		1048413
2982167	hMKI67+	Ki67+	ANA889	1048413
2982168		IgG+		1048414
2982169		IgG+		1048415
2982170	hIGHM+	IgM+	ANA817	1048416
2982171	hMKI67+	Ki67+	ANA889	1048416
2982172	hIGHM+	IgM+	ANA817	1048417
2982173	hMKI67+	Ki67+	ANA889	1048417
2982174	hIGHM+	IgM+	ANA817	1048418
2982175	hIGHM+	IgM+	ANA817	1048419
2982176	hMKI67+	Ki67+	ANA889	1048420
2982177	hMKI67+	Ki67+	ANA889	1048421
2982178	hCR2-	CD21-	ANA919	1048422
2982179	hMKI67+	ki67+	ANA889	1048422
2982180	hCR2-	CD21-	ANA919	1048423
2982181	hMKI67+	ki67+	ANA889	1048423
2982182	hCR2-	CD21-	ANA919	1048424
2982183	hCR2-	CD21-	ANA919	1048425
2982184	hCR2+	CD21+	ANA919	1048426
2982185	hMKI67+	Ki67+	ANA889	1048426
2982186	hCR2+	CD21+	ANA919	1048427
2982187	hMKI67+	Ki67+	ANA889	1048427
2982188	hCR2+	CD21+	ANA919	1048428
2982189	hCR2+	CD21+	ANA919	1048429
2982190	hCD86+	CD86+	ANA868	1048430
2982191	hMKI67+	Ki67+	ANA889	1048430
2982192	hCD86+	CD86+	ANA868	1048431
2982193	hMKI67+	Ki67+	ANA889	1048431
2982194	hCD86+	CD86+	ANA868	1048432
2982195	hCD86+	CD86+	ANA868	1048433
2982196	hFAS-	CD95-	ANA85	1048434
2982197	hMKI67+	ki67+	ANA889	1048434
2982198	hFAS-	CD95-	ANA85	1048435
2982199	hMKI67+	ki67+	ANA889	1048435
2982200	hFAS-	CD95-	ANA85	1048436
2982201	hFAS-	CD95-	ANA85	1048437
2982202	hFAS+	CD95+	ANA85	1048438
2982203	hMKI67+	Ki67+	ANA889	1048438
2982204	hFAS+	CD95+	ANA85	1048439
2982205	hMKI67+	Ki67+	ANA889	1048439
2982206	hFAS+	CD95+	ANA85	1048440
2982207	hFAS+	CD95+	ANA85	1048441
2982208		IgA+		1048442
2982209	hMKI67+	Ki67+	ANA889	1048442
2982210		IgA+		1048443
2982211	hMKI67+	Ki67+	ANA889	1048443
2982212		IgA+		1048444
2982213		IgA+		1048445
2982214		IgG+		1048446
2982215	hMKI67+	Ki67+	ANA889	1048446
2982216		IgG+		1048447
2982217	hMKI67+	Ki67+	ANA889	1048447
2982218		IgG+		1048448
2982219		IgG+		1048449
2982220	hIGHM+	IgM+	ANA817	1048450
2982221	hMKI67+	Ki67+	ANA889	1048450
2982222	hIGHM+	IgM+	ANA817	1048451
2982223	hMKI67+	Ki67+	ANA889	1048451
2982224	hIGHM+	IgM+	ANA817	1048452
2982225	hIGHM+	IgM+	ANA817	1048453
2982226	hMKI67+	Ki67+	ANA889	1048454
2982227	hMKI67+	Ki67+	ANA889	1048455
